text,toxic,severe_toxic,obscene,threat,insult,identity_hate
tiny has been banned,0.116698764,0.0025912223,0.024424322,0.004854627,0.050282054,0.0071791005
v offlane,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
ya hz,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
ya hz segodnya,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
worth,0.029887779,0.00066589174,0.005376922,0.0011697214,0.012844785,0.0019898403
wow immo,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
nice,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
straitght ancient,0.017785663,0.0005163993,0.003317877,0.00092598767,0.008571288,0.0014615608
nice focus,0.048652258,0.0012496815,0.009393766,0.0022785163,0.021913622,0.0033827317
pisonet algn t,0.139917,0.0030123733,0.029784853,0.0056762397,0.060120467,0.0085201645
he is online,0.07084452,0.0017222997,0.014209588,0.0032258832,0.03155271,0.004676786
dude,0.49693638,0.010852144,0.15189552,0.018209634,0.22045606,0.03144514
so lets wait motherfucker,0.03435684,0.00092187495,0.006468676,0.001699231,0.015809635,0.002591402
yes,0.028752252,0.0007042586,0.005334813,0.0012534251,0.012818264,0.002039046
puck bot,0.07467651,0.0018585632,0.014962597,0.0035058698,0.033591487,0.004987345
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
Lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
LOL:,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
SAD,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
no need rampage,0.02319328,0.00063952047,0.0043551787,0.0011477175,0.010857744,0.0018028343
woo cool,0.03522041,0.0009072972,0.0067275697,0.0016462408,0.01609856,0.0025220083
OK,0.03184188,0.00077575946,0.0059258146,0.0013890073,0.014271466,0.0022270787
worth it,0.029887779,0.00066589174,0.005376922,0.0011697214,0.012844785,0.0019898403
came in,0.05495372,0.0013866079,0.010868725,0.002566792,0.024781814,0.003766861
ya,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
u mad bid boi,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
Best team,0.017281145,0.0004915998,0.0031682614,0.0008853429,0.008189103,0.0014251249
"roses are red, my servants are black, hey jeffro stop running, i want my watch back",0.19949433,0.0035547903,0.042858526,0.0064989226,0.07784149,0.011155448
"roses are red, violets are not, i snatched up baby madeline, right up out of her cot",0.09628589,0.0022189242,0.019287966,0.0041964017,0.041884735,0.0061187027
satanic and brown boots,0.05386641,0.0013368324,0.010524477,0.0024668365,0.024199452,0.0036597804
RETARDED,0.810026,0.03165536,0.40997487,0.027802628,0.40787864,0.058353793
sto let ego uzhe net,0.051134285,0.0012773752,0.009950445,0.002358875,0.023182996,0.0035108426
GG WP,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
got scammed of all my items,0.15660162,0.0033931725,0.03397745,0.006359297,0.06723886,0.009528487
never enter *insert any trading page that is nto steam here*,0.03232627,0.0008852611,0.0060860454,0.0016267698,0.015073294,0.0024593135
learning it the hard way,0.023023097,0.0006372055,0.004160191,0.0011516233,0.010664846,0.0018188469
tuskar u mom dea,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
d,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
gg wp ,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
report u,0.5513855,0.011277626,0.16970414,0.018120987,0.24228157,0.03279771
funny ez?,0.1327936,0.0029236525,0.02772833,0.005488871,0.05674036,0.008028572
guys ,0.21981758,0.0045393645,0.050094783,0.008440393,0.09238109,0.012896893
wait plz,0.054576132,0.0013506571,0.010627814,0.0025013671,0.024540495,0.0037378555
2min plz sir,0.19579482,0.0041096075,0.043292303,0.0077088797,0.08270098,0.011670779
he change pc,0.0903341,0.0020979284,0.018248117,0.0039592995,0.039687153,0.0057898015
in game now,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
guys,0.21981758,0.0045393645,0.050094783,0.008440393,0.09238109,0.012896893
w8 sec,0.06818959,0.0016996533,0.013475412,0.0032215945,0.030912595,0.0045941975
report invo,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
ok injoker let play!!!,0.037689127,0.00087298075,0.0067068962,0.0016414062,0.016380023,0.0025844467
blame time,0.068098366,0.0016629471,0.013501101,0.0031138863,0.030530745,0.0045420416
report es,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
idiot invo,0.9606549,0.09799287,0.79032683,0.03650165,0.6618454,0.10032979
report plz,0.050478917,0.001277534,0.009904505,0.0023525804,0.022945948,0.003495274
blamne  time,0.068098366,0.0016629471,0.013501101,0.0031138863,0.030530745,0.0045420416
stupid as fuck,0.9946719,0.33739096,0.96801925,0.055055562,0.87376565,0.17542787
die in 3s,0.7830367,0.027169961,0.37403423,0.026064103,0.38314852,0.05480625
report ez plz,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
i will blame me if he not stand next to me,0.06272411,0.0015128065,0.012469168,0.0027947554,0.027869921,0.004151332
GG FUCKING TEAM,0.98851365,0.16365167,0.9342994,0.027941724,0.7965072,0.10676233
GG TEAM,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
USeless FUCKING BARA,0.99328095,0.27763656,0.95957536,0.045143012,0.8532023,0.1535076
USELESs,0.39139348,0.00811037,0.1056935,0.015080955,0.17072181,0.024155397
charge,0.09448955,0.0021681397,0.019512149,0.004048033,0.041251097,0.005949944
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
END,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
PLEASE END THIS GAE,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
ILL REPORT MIRANA,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
POLEASE LET HELP US,0.012869222,0.0003793036,0.0023161506,0.0006650948,0.0061512575,0.0010942667
LET MIRANA GO TO LP,0.05113427,0.0012773757,0.00995045,0.0023588762,0.023182996,0.0035108442
sad,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
EA GAME,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
END,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
IDIOT,0.9606549,0.097992845,0.79032683,0.03650165,0.6618454,0.10032973
how sad,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
commend me team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
sorry,0.026638148,0.0006714176,0.0049405913,0.0011925664,0.012052263,0.001949572
how sad,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
how sad,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
GG EZ tEAM,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
ILL SWAP COMMEND JUST REPORT OUR TROLL,0.41584063,0.0075059514,0.110949,0.013731292,0.17724966,0.024102686
okay,0.041699417,0.0010601064,0.008003033,0.0019448495,0.018984638,0.0029421565
fast end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
Wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
Reported troll,0.4887292,0.009816457,0.14442107,0.017269908,0.21655777,0.030326817
how sad,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
WOW BARA,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
EZ GAME,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
FUCKING IDIOT TEAMMATES,0.9961235,0.38952693,0.9783998,0.055598103,0.90081275,0.18461202
OUT ROLL IS FUCKING FARMING,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
SO FUCKING IDIOT,0.9961235,0.38952693,0.9783998,0.055598103,0.90081275,0.18461202
Commend team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
did u even killed me?,0.57914203,0.01280939,0.19315383,0.018731013,0.25380257,0.03510998
f,0.63824874,0.016715234,0.23540653,0.021778872,0.28891522,0.04026058
5% packet loss and still gets ya,0.3086264,0.0060778074,0.07476679,0.011499994,0.13168032,0.018208044
u done nothing,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
nice first hit bash am,0.08530273,0.00204771,0.016965607,0.0038880224,0.037751522,0.00557595
try more pls,0.08885078,0.0020504168,0.01783983,0.0038628276,0.038974598,0.0056696013
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
that slark was so sily in start game....,0.014826516,0.00043957445,0.0027020536,0.00077934714,0.0071384045,0.0012586778
ez game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
i shut down so many times,0.6120279,0.012037329,0.21404879,0.016014196,0.26143658,0.034670833
1k carryed by am,0.1989698,0.0041037607,0.04438315,0.0076296795,0.08429066,0.011592062
noob tinker :D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
gg wp gl next,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
is he ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
report cm,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
gg wp ,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
report anti mage,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
rape this invoker mid,0.7080972,0.021254055,0.2896593,0.024586836,0.3293849,0.046468023
report ck,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
"ns, go bot",0.07467651,0.0018585632,0.014962597,0.0035058698,0.033591487,0.004987345
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
u suck invoker,0.9863193,0.19613995,0.91723824,0.046280432,0.7907645,0.14017622
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
U,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
your 3 man,0.31826368,0.006541561,0.08024929,0.012250048,0.13660528,0.0192684
you lost it,0.073084906,0.0018002182,0.014532854,0.0033778786,0.032552443,0.0048377225
btw,0.037719518,0.00097388844,0.0072330823,0.0017842206,0.01734716,0.0027198147
lol?,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
wk help me once,0.01764329,0.0004925806,0.003277374,0.0008728256,0.008347545,0.0014088296
worked out,0.022279615,0.00061806093,0.004130485,0.00111698,0.010539256,0.0017641773
air blast al q esta encerrado,0.021057848,0.0005843301,0.0038864107,0.0010619917,0.0098221265,0.001673718
nice,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
easiest sf of my life,0.66320807,0.018344525,0.25691313,0.022661299,0.30168468,0.043118197
D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
basic,0.0699453,0.0016911252,0.013911029,0.0031615442,0.03120704,0.0046051987
nice throw,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
nc trade btw,0.037719518,0.00097388844,0.0072330823,0.0017842206,0.01734716,0.0027198147
one mistake,0.019687211,0.0005013236,0.0035960537,0.00088283303,0.008980653,0.0014872843
one mistake u lose,0.47023275,0.0070597967,0.1232228,0.013191458,0.19092308,0.02490292
now he talk,0.019474117,0.0005617145,0.0036053548,0.0010116242,0.009449005,0.001559178
push mid,0.09740547,0.0022412008,0.01978036,0.0042309063,0.042682383,0.006151199
report meepo,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
cmon guys just give up,0.21981758,0.0045393645,0.050094783,0.008440393,0.09238109,0.012896893
report oracle and mepo,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
you pick meepo am and medusa ,0.057609882,0.0014273762,0.011242907,0.0026642326,0.026107607,0.0039155227
yeah same,0.10624769,0.0023848314,0.02194174,0.0044376925,0.045944843,0.006621029
and what do you expect to happen ?,0.032566745,0.00083390187,0.006085526,0.0015070653,0.014653964,0.0023623405
dude meepo is a fucking troll,0.9936527,0.30645147,0.96356165,0.05047375,0.86027944,0.16751681
ask your pa,0.030387994,0.0007448707,0.005645361,0.0013324927,0.013578727,0.0021555698
he was like a pussy on mid,0.9850525,0.18329875,0.911518,0.044178642,0.7845478,0.13432947
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
gg wp ,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
BG WP,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
report mepo,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
STOP HATE,0.7067209,0.021987548,0.29159787,0.025963562,0.32953462,0.047904212
dick,0.9467519,0.08029757,0.7328223,0.035322126,0.61900705,0.09054004
nah canes for sure,0.023081956,0.0005797874,0.004219411,0.0010149117,0.010377349,0.0016864158
all good suggestions,0.018122002,0.00045748905,0.0031997554,0.0007890309,0.007981056,0.0013435986
aids,0.59614867,0.014628648,0.20645668,0.020716185,0.2667808,0.037414413
EXCUSE U,0.65929806,0.01784781,0.24424289,0.023577852,0.3014471,0.042759784
worth,0.029887779,0.00066589174,0.005376922,0.0011697214,0.012844785,0.0019898403
do not mess with me !,0.062353477,0.0015052425,0.012250428,0.0027881092,0.027763389,0.0041513755
let me show u the wey,0.55751216,0.011516381,0.17287917,0.018431291,0.24598604,0.033222765
thats a gottum ,0.2305558,0.0048042643,0.053028718,0.0089780055,0.09768623,0.013592089
hey well did u dudes at least have fun?,0.5742869,0.012499359,0.18758494,0.01925453,0.25096956,0.035105575
wp,0.05605745,0.0013454944,0.010955856,0.0024915566,0.025008509,0.0037742087
sven :D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
r you kidding me :D,0.12122905,0.0026503117,0.0251578,0.0050179684,0.05214221,0.0075310646
why u in mid :D,0.5432762,0.0115206055,0.17313388,0.01809683,0.23794073,0.03335434
4 v 5,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
"2,7,2 :D",0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
just diying :D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
in game ,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
25 min :D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
mirana do smthg :D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
luna :D,0.093278885,0.0021693902,0.018928837,0.0041391933,0.041258473,0.005984206
and pick carry,0.057609882,0.0014273762,0.011242907,0.0026642326,0.026107607,0.0039155227
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
JAJAJAJA LOL,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
gg team no carry,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
comentr mid :v,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
AND THE TING GOES,0.1010018,0.0023350394,0.020540113,0.0043965257,0.044393387,0.006370316
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
Lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
comeback is real,0.06625015,0.0016025878,0.013255732,0.0029825652,0.029513,0.004399689
feels good jugger ?,0.06691806,0.0016021385,0.013265309,0.0029588577,0.029432056,0.004406267
you said,0.11690245,0.0026253937,0.024248322,0.0049275933,0.050550602,0.0072913934
Lose,0.21215159,0.0045501725,0.047779415,0.008672808,0.090472646,0.012742387
3 min keeper venge spectre run for phantom,0.0964942,0.0022600375,0.01983335,0.0043064114,0.04279065,0.0062154047
report,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
Axe dont,0.26498502,0.005408098,0.062317103,0.010103036,0.11186414,0.01560705
wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
play with the creeps,0.11124906,0.0026256396,0.022746608,0.0050571137,0.048743267,0.0071116574
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
finally normal games now,0.09396992,0.0019044834,0.018165099,0.0034785382,0.038397294,0.0057363654
48 Min 4 vs 5 EZ,0.028181149,0.00074184017,0.0052752625,0.0013374934,0.012977793,0.0020804836
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
1 vs 4,0.028181149,0.00074184017,0.0052752625,0.0013374934,0.012977793,0.0020804836
i played solo,0.050564095,0.001287661,0.009810943,0.0023947104,0.023078077,0.0035188943
nice rp,0.0807461,0.0019289559,0.016207516,0.0035876231,0.03574674,0.0052063293
wp malo-fets,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
power,0.060630072,0.001473929,0.011910633,0.002723253,0.02701773,0.004044507
asshole,0.9903632,0.2228299,0.94270295,0.040698063,0.8213948,0.13565098
sad,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
end please,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
fuck that invoker build|,0.98405343,0.121813305,0.9112638,0.023243899,0.75616914,0.09164232
END,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
2 kills steal and he kills me and takes my runes,0.18075627,0.003781728,0.039877728,0.0070274333,0.07627669,0.010688281
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
